File,Label
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (447).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (433).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (464).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (452).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (448).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (472).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (450).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (466).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (470).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (46).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (434).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (454).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (47).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (438).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (449).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (460).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (458).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (442).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (467).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (444).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (461).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (443).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (489).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (476).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (511).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (499).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (491).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (488).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (512).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (50).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (478).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (492).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (5).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (490).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (510).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (508).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (48).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (501).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (518).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (480).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (506).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (493).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (514).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (494).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (481).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (503).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (486).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (479).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (496).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (497).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (483).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (484).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (51).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (495).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (482).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (487).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (505).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (513).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (485).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (477).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (502).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (539).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (523).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (551).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (531).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (519).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (526).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (543).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (53).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (527).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (542).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (56).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (544).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (54).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (532).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (541).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (534).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (559).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (524).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (550).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (549).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (522).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (548).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (533).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (547).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (555).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (535).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (520).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (528).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (525).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (556).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (52).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (546).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (530).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (553).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (521).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (536).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (545).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (540).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (554).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (55).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (75).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (569).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (68).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (74).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (70).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (76).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (82).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (560).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (573).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (73).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (60).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (564).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (80).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (8).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (7).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (565).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (66).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (64).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (67).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (58).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (563).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (86).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (561).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (570).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (562).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (84).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (571).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (62).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (567).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (566).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (57).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (574).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (61).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (63).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (572).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (79).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (6).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (65).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (69).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (81).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (78).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (88).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (9).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (95).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (90).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (96).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (94).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (89).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (98).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (97).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (93).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (91).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (99).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/UnPhising/Unphish (92).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (120).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (119).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (126).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (129).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (109).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (131).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (139).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (124).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (117).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (115).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (122).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (11).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (108).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (132).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (12).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (105).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (14).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (10).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (130).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (133).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (121).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (142).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (138).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (101).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (113).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (140).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (114).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (135).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (144).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (141).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (111).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (125).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (128).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (104).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (136).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (137).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (106).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (110).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (118).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (103).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (146).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (1).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (149).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (150).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (184).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (165).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (174).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (17).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (152).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (163).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (15).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (175).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (154).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (171).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (189).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (159).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (179).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (169).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (172).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (158).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (181).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (148).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (156).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (160).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (182).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (187).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (19).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (161).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (176).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (178).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (16).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (188).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (183).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (177).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (186).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (162).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (180).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (170).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (190).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (155).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (151).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (207).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (233).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (226).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (192).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (198).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (212).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (209).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (2).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (195).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (213).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (21).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (229).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (216).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (22).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (197).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (193).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (211).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (196).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (191).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (203).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (204).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (221).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (225).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (219).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (227).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (215).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (199).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (220).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (214).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (223).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (228).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (217).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (202).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (206).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (222).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (230).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (23).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (232).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (194).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (234).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (231).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (200).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (273).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (243).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (279).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (266).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (259).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (242).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (267).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (275).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (236).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (251).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (257).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (276).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (271).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (258).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (24).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (235).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (252).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (241).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (244).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (28).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (270).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (240).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (265).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (255).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (269).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (261).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (278).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (254).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (263).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (238).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (237).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (268).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (26).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (27).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (250).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (256).jpg,Phising
